"seq","gubun","confCase","confCaseRate","death","deathRate","criticalRate","createDt","updateDt"
450,"30-39",1158,"10.76",2,"0.81","0.17","2020-04-30 10:14:04.189",null
451,"20-29",2952,"27.42",,"0.00","","2020-04-30 10:14:04.189",null
452,"10-19",590,"5.48",,"0.00","","2020-04-30 10:14:04.189",null
453,"0-9",140,"1.3",,"0.00","","2020-04-30 10:14:04.19",null
465,남성,4356,"40.43",130,"52.42","2.98","2020-05-01 10:28:04.604",null
466,여성,6418,"59.57",118,"47.58","1.84","2020-05-01 10:28:04.604",null
467,"80 이상",486,"4.51",118,"47.58","24.28","2020-05-01 10:28:04.604",null
468,"70-79",709,"6.58",75,"30.24","10.58","2020-05-01 10:28:04.604",null
469,"60-69",1348,"12.51",35,"14.11","2.6","2020-05-01 10:28:04.604",null
470,"50-59",1956,"18.15",15,"6.05","0.77","2020-05-01 10:28:04.604",null
471,"40-49",1429,"13.26",3,"1.21","0.21","2020-05-01 10:28:04.604",null
472,"30-39",1159,"10.76",2,"0.81","0.17","2020-05-01 10:28:04.605",null
473,"20-29",2957,"27.45",,"0.00","","2020-05-01 10:28:04.605",null
474,"10-19",590,"5.48",,"0.00","","2020-05-01 10:28:04.605",null
475,"0-9",140,"1.3",,"0.00","","2020-05-01 10:28:04.605",null
487,남성,4362,"40.46",130,"52.00","2.98","2020-05-02 10:23:30.936",null
488,여성,6418,"59.54",120,"48.00","1.87","2020-05-02 10:23:30.936",null
489,"80 이상",486,"4.51",120,"48.00","24.69","2020-05-02 10:23:30.936",null
490,"70-79",709,"6.58",75,"30.00","10.58","2020-05-02 10:23:30.937",null
491,"60-69",1349,"12.51",35,"14.00","2.59","2020-05-02 10:23:30.937",null
492,"50-59",1956,"18.14",15,"6.00","0.77","2020-05-02 10:23:30.937",null
493,"40-49",1430,"13.27",3,"1.20","0.21","2020-05-02 10:23:30.937",null
494,"30-39",1160,"10.76",2,"0.80","0.17","2020-05-02 10:23:30.937",null
495,"20-29",2960,"27.46",,"0.00","","2020-05-02 10:23:30.937",null
496,"10-19",590,"5.47",,"0.00","","2020-05-02 10:23:30.937",null
497,"0-9",140,"1.3",,"0.00","","2020-05-02 10:23:30.937",null
509,남성,4369,"40.48",130,"52.00","2.98","2020-05-03 10:56:10.668",null
510,여성,6424,"59.52",120,"48.00","1.87","2020-05-03 10:56:10.669",null
511,"80 이상",488,"4.52",120,"48.00","24.59","2020-05-03 10:56:10.669",null
512,"70-79",710,"6.58",75,"30.00","10.56","2020-05-03 10:56:10.669",null
513,"60-69",1351,"12.52",35,"14.00","2.59","2020-05-03 10:56:10.669",null
514,"50-59",1956,"18.12",15,"6.00","0.77","2020-05-03 10:56:10.669",null
515,"40-49",1432,"13.27",3,"1.20","0.21","2020-05-03 10:56:10.669",null
516,"30-39",1163,"10.78",2,"0.80","0.17","2020-05-03 10:56:10.669",null
517,"20-29",2962,"27.44",,"0.00","","2020-05-03 10:56:10.669",null
518,"10-19",591,"5.48",,"0.00","","2020-05-03 10:56:10.669",null
519,"0-9",140,"1.3",,"0.00","","2020-05-03 10:56:10.67",null
531,남성,4375,"40.51",131,"51.98","2.99","2020-05-04 10:12:30.592",null
532,여성,6426,"59.49",121,"48.02","1.88","2020-05-04 10:12:30.592",null
533,"80 이상",488,"4.52",120,"47.62","24.59","2020-05-04 10:12:30.592",null
534,"70-79",710,"6.57",76,"30.16","10.7","2020-05-04 10:12:30.592",null
535,"60-69",1353,"12.53",36,"14.29","2.66","2020-05-04 10:12:30.593",null
536,"50-59",1956,"18.11",15,"5.95","0.77","2020-05-04 10:12:30.593",null
537,"40-49",1435,"13.29",3,"1.19","0.21","2020-05-04 10:12:30.593",null
538,"30-39",1164,"10.78",2,"0.79","0.17","2020-05-04 10:12:30.593",null
539,"20-29",2964,"27.44",,"0.00","","2020-05-04 10:12:30.593",null
540,"10-19",591,"5.47",,"0.00","","2020-05-04 10:12:30.593",null
541,"0-9",140,"1.3",,"0.00","","2020-05-04 10:12:30.593",null
553,남성,4377,"40.51",131,"51.57","2.99","2020-05-05 10:23:43.073",null
554,여성,6427,"59.49",123,"48.43","1.91","2020-05-05 10:23:43.074",null
555,"80 이상",488,"4.52",122,"48.03","25","2020-05-05 10:23:43.074",null
556,"70-79",710,"6.57",76,"29.92","10.7","2020-05-05 10:23:43.074",null
557,"60-69",1353,"12.52",36,"14.17","2.66","2020-05-05 10:23:43.074",null
558,"50-59",1957,"18.11",15,"5.91","0.77","2020-05-05 10:23:43.074",null
559,"40-49",1436,"13.29",3,"1.18","0.21","2020-05-05 10:23:43.074",null
560,"30-39",1165,"10.78",2,"0.79","0.17","2020-05-05 10:23:43.074",null
561,"20-29",2964,"27.43",,"0.00","","2020-05-05 10:23:43.074",null
562,"10-19",591,"5.47",,"0.00","","2020-05-05 10:23:43.074",null
563,"0-9",140,"1.3",,"0.00","","2020-05-05 10:23:43.075",null
575,남성,4379,"40.52",132,"51.76","3.01","2020-05-06 10:17:13.003",null
576,여성,6427,"59.48",123,"48.24","1.91","2020-05-06 10:17:13.003",null
577,"80 이상",488,"4.52",122,"47.84","25","2020-05-06 10:17:13.004",null
578,"70-79",710,"6.57",77,"30.20","10.85","2020-05-06 10:17:13.004",null
579,"60-69",1354,"12.53",36,"14.12","2.66","2020-05-06 10:17:13.004",null
580,"50-59",1957,"18.11",15,"5.88","0.77","2020-05-06 10:17:13.004",null
581,"40-49",1436,"13.29",3,"1.18","0.21","2020-05-06 10:17:13.004",null
582,"30-39",1166,"10.79",2,"0.78","0.17","2020-05-06 10:17:13.004",null
583,"20-29",2964,"27.43",,"0.00","","2020-05-06 10:17:13.004",null
584,"10-19",591,"5.47",,"0.00","","2020-05-06 10:17:13.004",null
585,"0-9",140,"1.3",,"0.00","","2020-05-06 10:17:13.005",null
597,남성,4382,"40.54",133,"51.95","3.04","2020-05-07 10:48:44.961",null
598,여성,6428,"59.46",123,"48.05","1.91","2020-05-07 10:48:44.961",null
599,"80 이상",488,"4.51",122,"47.66","25","2020-05-07 10:48:44.961",null
600,"70-79",710,"6.57",77,"30.08","10.85","2020-05-07 10:48:44.962",null
601,"60-69",1354,"12.53",37,"14.45","2.73","2020-05-07 10:48:44.962",null
602,"50-59",1957,"18.1",15,"5.86","0.77","2020-05-07 10:48:44.962",null
603,"40-49",1436,"13.28",3,"1.17","0.21","2020-05-07 10:48:44.962",null
604,"30-39",1167,"10.8",2,"0.78","0.17","2020-05-07 10:48:44.962",null
605,"20-29",2966,"27.44",,"0.00","","2020-05-07 10:48:44.962",null
606,"10-19",592,"5.48",,"0.00","","2020-05-07 10:48:44.962",null
607,"0-9",140,"1.3",,"0.00","","2020-05-07 10:48:44.962",null
619,남성,4389,"40.56",133,"51.95","3.03","2020-05-08 10:19:49.556",null
620,여성,6433,"59.44",123,"48.05","1.91","2020-05-08 10:19:49.556",null
621,"80 이상",488,"4.51",122,"47.66","25","2020-05-08 10:19:49.556",null
622,"70-79",710,"6.56",77,"30.08","10.85","2020-05-08 10:19:49.556",null
623,"60-69",1355,"12.52",37,"14.45","2.73","2020-05-08 10:19:49.556",null
624,"50-59",1957,"18.08",15,"5.86","0.77","2020-05-08 10:19:49.557",null
625,"40-49",1438,"13.29",3,"1.17","0.21","2020-05-08 10:19:49.557",null
626,"30-39",1174,"10.85",2,"0.78","0.17","2020-05-08 10:19:49.557",null
627,"20-29",2967,"27.42",,"0.00","","2020-05-08 10:19:49.557",null
628,"10-19",592,"5.47",,"0.00","","2020-05-08 10:19:49.557",null
629,"0-9",141,"1.3",,"0.00","","2020-05-08 10:19:49.557",null
641,남성,4406,"40.65",133,"51.95","3.02","2020-05-09 10:20:41.482",null
642,여성,6434,"59.35",123,"48.05","1.91","2020-05-09 10:20:41.482",null
643,"80 이상",488,"4.5",122,"47.66","25","2020-05-09 10:20:41.482",null
644,"70-79",710,"6.55",77,"30.08","10.85","2020-05-09 10:20:41.482",null
645,"60-69",1355,"12.5",37,"14.45","2.73","2020-05-09 10:20:41.482",null
646,"50-59",1958,"18.06",15,"5.86","0.77","2020-05-09 10:20:41.482",null
647,"40-49",1438,"13.27",3,"1.17","0.21","2020-05-09 10:20:41.483",null
648,"30-39",1177,"10.86",2,"0.78","0.17","2020-05-09 10:20:41.483",null
649,"20-29",2979,"27.48",,"0.00","","2020-05-09 10:20:41.483",null
650,"10-19",594,"5.48",,"0.00","","2020-05-09 10:20:41.483",null
651,"0-9",141,"1.3",,"0.00","","2020-05-09 10:20:41.483",null
663,남성,4430,"40.74",133,"51.95","3","2020-05-10 10:16:06.15",null
664,여성,6444,"59.26",123,"48.05","1.91","2020-05-10 10:16:06.15",null
665,"80 이상",488,"4.49",122,"47.66","25","2020-05-10 10:16:06.15",null
666,"70-79",711,"6.54",77,"30.08","10.83","2020-05-10 10:16:06.15",null
667,"60-69",1357,"12.48",37,"14.45","2.73","2020-05-10 10:16:06.15",null
668,"50-59",1960,"18.02",15,"5.86","0.77","2020-05-10 10:16:06.151",null
669,"40-49",1442,"13.26",3,"1.17","0.21","2020-05-10 10:16:06.151",null
670,"30-39",1180,"10.85",2,"0.78","0.17","2020-05-10 10:16:06.151",null
671,"20-29",2998,"27.57",,"0.00","","2020-05-10 10:16:06.151",null
672,"10-19",597,"5.49",,"0.00","","2020-05-10 10:16:06.151",null
673,"0-9",141,"1.3",,"0.00","","2020-05-10 10:16:06.151",null
685,남성,4461,"40.89",133,"51.95","2.98","2020-05-11 10:27:37.104",null
686,여성,6448,"59.11",123,"48.05","1.91","2020-05-11 10:27:37.104",null
687,"80 이상",488,"4.47",122,"47.66","25","2020-05-11 10:27:37.104",null
688,"70-79",711,"6.52",77,"30.08","10.83","2020-05-11 10:27:37.104",null
689,"60-69",1358,"12.45",37,"14.45","2.72","2020-05-11 10:27:37.105",null
690,"50-59",1960,"17.97",15,"5.86","0.77","2020-05-11 10:27:37.105",null
691,"40-49",1446,"13.26",3,"1.17","0.21","2020-05-11 10:27:37.105",null
692,"30-39",1188,"10.89",2,"0.78","0.17","2020-05-11 10:27:37.105",null
693,"20-29",3019,"27.67",,"0.00","","2020-05-11 10:27:37.105",null
694,"10-19",598,"5.48",,"0.00","","2020-05-11 10:27:37.105",null
695,"0-9",141,"1.29",,"0.00","","2020-05-11 10:27:37.105",null
707,남성,4481,"40.97",133,"51.55","2.97","2020-05-12 10:14:48.439",null
708,여성,6455,"59.03",125,"48.45","1.94","2020-05-12 10:14:48.439",null
709,"80 이상",489,"4.47",124,"48.06","25.36","2020-05-12 10:14:48.439",null
710,"70-79",711,"6.5",77,"29.84","10.83","2020-05-12 10:14:48.439",null
711,"60-69",1358,"12.42",37,"14.34","2.72","2020-05-12 10:14:48.44",null
712,"50-59",1963,"17.95",15,"5.81","0.76","2020-05-12 10:14:48.44",null
713,"40-49",1448,"13.24",3,"1.16","0.21","2020-05-12 10:14:48.44",null
714,"30-39",1194,"10.92",2,"0.78","0.17","2020-05-12 10:14:48.44",null
715,"20-29",3029,"27.7",,"0.00","","2020-05-12 10:14:48.44",null
716,"10-19",602,"5.5",,"0.00","","2020-05-12 10:14:48.44",null
717,"0-9",142,"1.3",,"0.00","","2020-05-12 10:14:48.44",null
729,남성,4499,"41.04",134,"51.74","2.98","2020-05-13 10:42:32.521",null
730,여성,6463,"58.96",125,"48.26","1.93","2020-05-13 10:42:32.521",null
731,"80 이상",490,"4.47",125,"48.26","25.51","2020-05-13 10:42:32.522",null
732,"70-79",712,"6.5",77,"29.73","10.81","2020-05-13 10:42:32.522",null
733,"60-69",1359,"12.4",37,"14.29","2.72","2020-05-13 10:42:32.522",null
734,"50-59",1964,"17.92",15,"5.79","0.76","2020-05-13 10:42:32.522",null
735,"40-49",1450,"13.23",3,"1.16","0.21","2020-05-13 10:42:32.522",null
736,"30-39",1199,"10.94",2,"0.77","0.17","2020-05-13 10:42:32.522",null
737,"20-29",3042,"27.75",,"0.00","","2020-05-13 10:42:32.522",null
738,"10-19",603,"5.5",,"0.00","","2020-05-13 10:42:32.522",null
739,"0-9",143,"1.3",,"0.00","","2020-05-13 10:42:32.522",null
751,남성,4516,"41.09",135,"51.92","2.99","2020-05-14 10:19:47.847",null
752,여성,6475,"58.91",125,"48.08","1.93","2020-05-14 10:19:47.847",null
753,"80 이상",490,"4.46",125,"48.08","25.51","2020-05-14 10:19:47.847",null
754,"70-79",712,"6.48",77,"29.62","10.81","2020-05-14 10:19:47.848",null
755,"60-69",1359,"12.36",38,"14.62","2.8","2020-05-14 10:19:47.848",null
756,"50-59",1964,"17.87",15,"5.77","0.76","2020-05-14 10:19:47.848",null
757,"40-49",1451,"13.2",3,"1.15","0.21","2020-05-14 10:19:47.848",null
758,"30-39",1202,"10.94",2,"0.77","0.17","2020-05-14 10:19:47.848",null
759,"20-29",3056,"27.8",,"0.00","","2020-05-14 10:19:47.848",null
760,"10-19",614,"5.59",,"0.00","","2020-05-14 10:19:47.848",null
761,"0-9",143,"1.3",,"0.00","","2020-05-14 10:19:47.848",null
773,남성,4532,"41.13",135,"51.92","2.98","2020-05-15 10:34:51.497",null
774,여성,6486,"58.87",125,"48.08","1.93","2020-05-15 10:34:51.497",null
775,"80 이상",490,"4.45",125,"48.08","25.51","2020-05-15 10:34:51.497",null
776,"70-79",714,"6.48",77,"29.62","10.78","2020-05-15 10:34:51.497",null
777,"60-69",1361,"12.35",38,"14.62","2.79","2020-05-15 10:34:51.497",null
778,"50-59",1965,"17.83",15,"5.77","0.76","2020-05-15 10:34:51.497",null
779,"40-49",1453,"13.19",3,"1.15","0.21","2020-05-15 10:34:51.497",null
780,"30-39",1207,"10.95",2,"0.77","0.17","2020-05-15 10:34:51.497",null
781,"20-29",3066,"27.83",,"0.00","","2020-05-15 10:34:51.498",null
782,"10-19",617,"5.6",,"0.00","","2020-05-15 10:34:51.498",null
783,"0-9",145,"1.32",,"0.00","","2020-05-15 10:34:51.498",null
795,남성,4544,"41.17",136,"51.91","2.99","2020-05-16 10:20:36.323",null
796,여성,6493,"58.83",126,"48.09","1.94","2020-05-16 10:20:36.323",null
797,"80 이상",490,"4.44",127,"48.47","25.92","2020-05-16 10:20:36.324",null
798,"70-79",714,"6.47",77,"29.39","10.78","2020-05-16 10:20:36.324",null
799,"60-69",1364,"12.36",38,"14.50","2.79","2020-05-16 10:20:36.324",null
800,"50-59",1966,"17.81",15,"5.73","0.76","2020-05-16 10:20:36.324",null
801,"40-49",1454,"13.17",3,"1.15","0.21","2020-05-16 10:20:36.324",null
802,"30-39",1209,"10.95",2,"0.76","0.17","2020-05-16 10:20:36.324",null
803,"20-29",3074,"27.85",,"0.00","","2020-05-16 10:20:36.324",null
804,"10-19",619,"5.61",,"0.00","","2020-05-16 10:20:36.324",null
805,"0-9",147,"1.33",,"0.00","","2020-05-16 10:20:36.324",null
817,남성,4549,"41.17",136,"51.91","2.99","2020-05-17 10:14:51.663",null
818,여성,6501,"58.83",126,"48.09","1.94","2020-05-17 10:14:51.663",null
819,"80 이상",490,"4.43",127,"48.47","25.92","2020-05-17 10:14:51.663",null
820,"70-79",715,"6.47",77,"29.39","10.77","2020-05-17 10:14:51.663",null
821,"60-69",1364,"12.34",38,"14.50","2.79","2020-05-17 10:14:51.663",null
822,"50-59",1967,"17.8",15,"5.73","0.76","2020-05-17 10:14:51.663",null
823,"40-49",1457,"13.19",3,"1.15","0.21","2020-05-17 10:14:51.664",null
824,"30-39",1211,"10.96",2,"0.76","0.17","2020-05-17 10:14:51.664",null
825,"20-29",3079,"27.86",,"0.00","","2020-05-17 10:14:51.664",null
826,"10-19",620,"5.61",,"0.00","","2020-05-17 10:14:51.664",null
827,"0-9",147,"1.33",,"0.00","","2020-05-17 10:14:51.664",null
839,남성,4560,"41.21",137,"52.09","3","2020-05-18 10:19:41.732",null
840,여성,6505,"58.79",126,"47.91","1.94","2020-05-18 10:19:41.732",null
841,"80 이상",490,"4.43",127,"48.29","25.92","2020-05-18 10:19:41.732",null
842,"70-79",715,"6.46",78,"29.66","10.91","2020-05-18 10:19:41.732",null
843,"60-69",1365,"12.34",38,"14.45","2.78","2020-05-18 10:19:41.732",null
844,"50-59",1968,"17.79",15,"5.70","0.76","2020-05-18 10:19:41.732",null
845,"40-49",1462,"13.21",3,"1.14","0.21","2020-05-18 10:19:41.733",null
846,"30-39",1215,"10.98",2,"0.76","0.16","2020-05-18 10:19:41.733",null
847,"20-29",3082,"27.85",,"0.00","","2020-05-18 10:19:41.733",null
848,"10-19",621,"5.61",,"0.00","","2020-05-18 10:19:41.733",null
849,"0-9",147,"1.33",,"0.00","","2020-05-18 10:19:41.733",null
861,남성,4569,"41.24",137,"52.09","3","2020-05-19 10:24:04.931",null
862,여성,6509,"58.76",126,"47.91","1.94","2020-05-19 10:24:04.931",null
863,"80 이상",490,"4.42",127,"48.29","25.92","2020-05-19 10:24:04.931",null
864,"70-79",716,"6.46",78,"29.66","10.89","2020-05-19 10:24:04.931",null
865,"60-69",1368,"12.35",38,"14.45","2.78","2020-05-19 10:24:04.931",null
866,"50-59",1971,"17.79",15,"5.70","0.76","2020-05-19 10:24:04.931",null
867,"40-49",1462,"13.2",3,"1.14","0.21","2020-05-19 10:24:04.931",null
868,"30-39",1215,"10.97",2,"0.76","0.16","2020-05-19 10:24:04.931",null
869,"20-29",3087,"27.87",,"0.00","","2020-05-19 10:24:04.932",null
870,"10-19",621,"5.61",,"0.00","","2020-05-19 10:24:04.932",null
871,"0-9",148,"1.34",,"0.00","","2020-05-19 10:24:04.932",null
883,남성,4592,"41.33",137,"52.09","2.98","2020-05-20 10:14:08.94",null
884,여성,6518,"58.67",126,"47.91","1.93","2020-05-20 10:14:08.94",null
885,"80 이상",490,"4.41",127,"48.29","25.92","2020-05-20 10:14:08.94",null
886,"70-79",717,"6.45",78,"29.66","10.88","2020-05-20 10:14:08.941",null
887,"60-69",1369,"12.32",38,"14.45","2.78","2020-05-20 10:14:08.941",null
888,"50-59",1972,"17.75",15,"5.70","0.76","2020-05-20 10:14:08.941",null
889,"40-49",1468,"13.21",3,"1.14","0.2","2020-05-20 10:14:08.941",null
890,"30-39",1219,"10.97",2,"0.76","0.16","2020-05-20 10:14:08.941",null
891,"20-29",3100,"27.9",,"0.00","","2020-05-20 10:14:08.941",null
892,"10-19",627,"5.64",,"0.00","","2020-05-20 10:14:08.941",null
893,"0-9",148,"1.33",,"0.00","","2020-05-20 10:14:08.941",null
905,남성,4601,"41.37",138,"52.27","3","2020-05-21 10:25:15.093",null
906,여성,6521,"58.63",126,"47.73","1.93","2020-05-21 10:25:15.093",null
907,"80 이상",490,"4.41",128,"48.48","26.12","2020-05-21 10:25:15.094",null
908,"70-79",717,"6.45",78,"29.55","10.88","2020-05-21 10:25:15.094",null
909,"60-69",1369,"12.31",38,"14.39","2.78","2020-05-21 10:25:15.094",null
910,"50-59",1972,"17.73",15,"5.68","0.76","2020-05-21 10:25:15.094",null
911,"40-49",1471,"13.23",3,"1.14","0.2","2020-05-21 10:25:15.094",null
912,"30-39",1221,"10.98",2,"0.76","0.16","2020-05-21 10:25:15.094",null
913,"20-29",3103,"27.9",,"0.00","","2020-05-21 10:25:15.094",null
914,"10-19",631,"5.67",,"0.00","","2020-05-21 10:25:15.094",null
915,"0-9",148,"1.33",,"0.00","","2020-05-21 10:25:15.094",null
938,남성,4628,"41.45",140,"52.63","3.03","2020-05-23 10:35:40.254",null
939,여성,6537,"58.55",126,"47.37","1.93","2020-05-23 10:35:40.254",null
940,"80 이상",491,"4.4",129,"48.50","26.27","2020-05-23 10:35:40.255",null
941,"70-79",718,"6.43",78,"29.32","10.86","2020-05-23 10:35:40.255",null
942,"60-69",1372,"12.29",39,"14.66","2.84","2020-05-23 10:35:40.255",null
943,"50-59",1983,"17.76",15,"5.64","0.76","2020-05-23 10:35:40.256",null
944,"40-49",1474,"13.2",3,"1.13","0.2","2020-05-23 10:35:40.256",null
945,"30-39",1231,"11.03",2,"0.75","0.16","2020-05-23 10:35:40.256",null
946,"20-29",3113,"27.88",,"0.00","","2020-05-23 10:35:40.256",null
947,"10-19",634,"5.68",,"0.00","","2020-05-23 10:35:40.257",null
948,"0-9",149,"1.33",,"0.00","","2020-05-23 10:35:40.257",null
960,남성,4643,"41.49",140,"52.63","3.02","2020-05-24 10:27:28.076",null
961,여성,6547,"58.51",126,"47.37","1.92","2020-05-24 10:27:28.077",null
962,"80 이상",491,"4.39",129,"48.50","26.27","2020-05-24 10:27:28.077",null
963,"70-79",719,"6.43",78,"29.32","10.85","2020-05-24 10:27:28.077",null
964,"60-69",1375,"12.29",39,"14.66","2.84","2020-05-24 10:27:28.077",null
965,"50-59",1987,"17.76",15,"5.64","0.75","2020-05-24 10:27:28.077",null
966,"40-49",1481,"13.24",3,"1.13","0.2","2020-05-24 10:27:28.077",null
967,"30-39",1235,"11.04",2,"0.75","0.16","2020-05-24 10:27:28.077",null
968,"20-29",3117,"27.86",,"0.00","","2020-05-24 10:27:28.078",null
969,"10-19",636,"5.68",,"0.00","","2020-05-24 10:27:28.078",null
970,"0-9",149,"1.33",,"0.00","","2020-05-24 10:27:28.078",null
982,남성,4651,"41.5",141,"52.81","3.03","2020-05-25 10:28:41.224",null
983,여성,6555,"58.5",126,"47.19","1.92","2020-05-25 10:28:41.224",null
984,"80 이상",491,"4.38",129,"48.31","26.27","2020-05-25 10:28:41.225",null
985,"70-79",719,"6.42",79,"29.59","10.99","2020-05-25 10:28:41.225",null
986,"60-69",1377,"12.29",39,"14.61","2.83","2020-05-25 10:28:41.225",null
987,"50-59",1992,"17.78",15,"5.62","0.75","2020-05-25 10:28:41.225",null
988,"40-49",1483,"13.23",3,"1.12","0.2","2020-05-25 10:28:41.225",null
989,"30-39",1238,"11.05",2,"0.75","0.16","2020-05-25 10:28:41.225",null
990,"20-29",3120,"27.84",,"0.00","","2020-05-25 10:28:41.225",null
991,"10-19",637,"5.68",,"0.00","","2020-05-25 10:28:41.225",null
992,"0-9",149,"1.33",,"0.00","","2020-05-25 10:28:41.226",null
1004,남성,4664,"41.55",142,"52.79","3.04","2020-05-26 10:14:51.884",null
1005,여성,6561,"58.45",127,"47.21","1.94","2020-05-26 10:14:51.885",null
1006,"80 이상",491,"4.37",131,"48.70","26.68","2020-05-26 10:14:51.885",null
1007,"70-79",721,"6.42",79,"29.37","10.96","2020-05-26 10:14:51.885",null
1008,"60-69",1378,"12.28",39,"14.50","2.83","2020-05-26 10:14:51.885",null
1009,"50-59",1996,"17.78",15,"5.58","0.75","2020-05-26 10:14:51.885",null
1010,"40-49",1486,"13.24",3,"1.12","0.2","2020-05-26 10:14:51.885",null
1011,"30-39",1242,"11.06",2,"0.74","0.16","2020-05-26 10:14:51.885",null
1012,"20-29",3123,"27.82",,"0.00","","2020-05-26 10:14:51.886",null
1013,"10-19",638,"5.68",,"0.00","","2020-05-26 10:14:51.886",null
1014,"0-9",150,"1.34",,"0.00","","2020-05-26 10:14:51.886",null
1026,남성,4680,"41.54",142,"52.79","3.03","2020-05-27 10:17:24.167",null
1027,여성,6585,"58.46",127,"47.21","1.93","2020-05-27 10:17:24.167",null
1028,"80 이상",492,"4.37",131,"48.70","26.63","2020-05-27 10:17:24.167",null
1029,"70-79",724,"6.43",79,"29.37","10.91","2020-05-27 10:17:24.167",null
1030,"60-69",1386,"12.3",39,"14.50","2.81","2020-05-27 10:17:24.167",null
1031,"50-59",2002,"17.77",15,"5.58","0.75","2020-05-27 10:17:24.167",null
1032,"40-49",1489,"13.22",3,"1.12","0.2","2020-05-27 10:17:24.168",null
1033,"30-39",1248,"11.08",2,"0.74","0.16","2020-05-27 10:17:24.168",null
1034,"20-29",3131,"27.79",,"0.00","","2020-05-27 10:17:24.168",null
1035,"10-19",640,"5.68",,"0.00","","2020-05-27 10:17:24.168",null
1036,"0-9",153,"1.36",,"0.00","","2020-05-27 10:17:24.168",null
1048,남성,4727,"41.67",142,"52.79","3","2020-05-28 10:12:20.031",null
1049,여성,6617,"58.33",127,"47.21","1.92","2020-05-28 10:12:20.031",null
1050,"80 이상",492,"4.34",131,"48.70","26.63","2020-05-28 10:12:20.031",null
1051,"70-79",724,"6.38",79,"29.37","10.91","2020-05-28 10:12:20.031",null
1052,"60-69",1392,"12.27",39,"14.50","2.8","2020-05-28 10:12:20.032",null
1053,"50-59",2014,"17.75",15,"5.58","0.74","2020-05-28 10:12:20.032",null
1054,"40-49",1503,"13.25",3,"1.12","0.2","2020-05-28 10:12:20.032",null
1055,"30-39",1274,"11.23",2,"0.74","0.16","2020-05-28 10:12:20.032",null
1056,"20-29",3146,"27.73",,"0.00","","2020-05-28 10:12:20.032",null
1057,"10-19",644,"5.68",,"0.00","","2020-05-28 10:12:20.032",null
1058,"0-9",155,"1.37",,"0.00","","2020-05-28 10:12:20.032",null
1070,남성,4759,"41.74",142,"52.79","2.98","2020-05-29 10:11:45.181",null
1071,여성,6643,"58.26",127,"47.21","1.91","2020-05-29 10:11:45.182",null
1072,"80 이상",495,"4.34",131,"48.70","26.46","2020-05-29 10:11:45.182",null
1073,"70-79",724,"6.35",79,"29.37","10.91","2020-05-29 10:11:45.182",null
1074,"60-69",1400,"12.28",39,"14.50","2.79","2020-05-29 10:11:45.182",null
1075,"50-59",2023,"17.74",15,"5.58","0.74","2020-05-29 10:11:45.182",null
1076,"40-49",1513,"13.27",3,"1.12","0.2","2020-05-29 10:11:45.182",null
1077,"30-39",1283,"11.25",2,"0.74","0.16","2020-05-29 10:11:45.182",null
